episode,step,action,reward,epsilon,distance_to_goal,min_laser,done,reason,total_reward_so_far
1,1,2,0.005279570817947388,0.05,6.000289902757454,0.90155029296875,0,continue,0.005279570817947388
1,2,2,-4.57429669877829e-06,0.05,6.000290550778429,0.9016667008399963,0,continue,0.005274996521248609
1,3,2,0.11837911575043807,0.05,5.978228628157561,0.8973034620285034,0,continue,0.12365411227168667
1,4,2,0.2555343117698343,0.05,5.924781131028988,0.908356785774231,0,continue,0.379188424041521
1,5,0,0.08839509620006145,0.05,5.899155184725087,0.9021559953689575,0,continue,0.46758352024158245
1,6,2,-0.009467340631699048,0.05,5.896013241088005,0.8847113847732544,0,continue,0.4581161796098834
1,7,2,0.23391022227912267,0.05,5.8459005992716575,0.9021688103675842,0,continue,0.6920264018890061
1,8,0,0.21642447532305586,0.05,5.800966959610852,0.9129714965820312,0,continue,0.908450877212062
1,9,2,0.18676008253997495,0.05,5.751355775263258,0.983119010925293,0,continue,1.095210959752037
1,10,2,0.19440980221739323,0.05,5.7245241779501645,1.0093986988067627,0,continue,1.2896207619694302
1,11,2,0.15468354445167304,0.05,5.716621109160161,1.0164958238601685,0,continue,1.4443043064211032
1,12,2,0.13510137602762023,0.05,5.712228392816214,1.101491928100586,0,continue,1.5794056824487235
1,13,2,0.42156769466199845,0.05,5.7049903482342135,1.1528040170669556,0,continue,2.000973377110722
1,14,2,-0.08624860224418901,0.05,5.71252278718726,1.1932648420333862,0,continue,1.9147247748665328
1,15,2,-0.18745420117205502,0.05,5.740980625111841,1.2108287811279297,0,continue,1.7272705736944778
1,16,2,-0.2322391596063572,0.05,5.782069696872232,1.212018370628357,0,continue,1.4950314140881207
1,17,2,-0.25883964879726523,0.05,5.827566892188176,1.2272332906723022,0,continue,1.2361917652908554
1,18,2,-0.1058635113902621,0.05,5.841238390360277,1.242427110671997,0,continue,1.1303282539005932
1,19,2,-0.10782872911468129,0.05,5.862395806164459,1.2385327816009521,0,continue,1.0224995247859119
1,20,2,-0.4790795779969911,0.05,5.952651301182916,1.1904851198196411,0,continue,0.5434199467889208
1,21,2,-1.1967743875899948,0.05,6.016837547671839,1.1461000442504883,0,continue,-0.653354440801074
1,22,2,-0.4268630236328616,0.05,6.056624199753229,1.1440190076828003,0,continue,-1.0802174644339355
1,23,2,-0.2360475462963903,0.05,6.0630469101717335,1.1199071407318115,0,continue,-1.3162650107303258
1,24,2,-0.5784219122738126,0.05,6.136456545644257,1.0676820278167725,0,continue,-1.8946869230041383
1,25,2,-0.6240022589304206,0.05,6.22004828231092,1.0487573146820068,0,continue,-2.518689181934559
1,26,2,-0.5777425419360345,0.05,6.295118432479264,0.9825461506843567,0,continue,-3.0964317238705936
1,27,2,-0.6846166240694833,0.05,6.391490054764173,0.9319946765899658,0,continue,-3.781048347940077
1,28,2,-0.26279464639631206,0.05,6.4035660430450125,0.9315312504768372,0,continue,-4.043842994336389
1,29,2,-0.21937378889309522,0.05,6.406890543985811,0.8547110557556152,0,continue,-4.263216783229484
1,30,2,-0.41488902633619795,0.05,6.448965249284657,0.8017411231994629,0,continue,-4.678105809565682
1,31,2,-0.46266457991788185,0.05,6.49538625946248,0.6958426237106323,0,continue,-5.1407703894835635
1,32,2,-0.49972478767654277,0.05,6.544702296336375,0.5834564566612244,0,continue,-5.640495177160107
1,33,2,-0.3455580722094418,0.05,6.568843633076978,0.5722744464874268,0,continue,-5.986053249369548
1,34,2,-0.31930580681493637,0.05,6.588449037139834,0.5781903266906738,0,continue,-6.305359056184485
1,35,2,-0.284359171314316,0.05,6.599853489626392,0.5189084410667419,0,continue,-6.589718227498801
1,36,2,-0.2386544867600569,0.05,6.601226251400927,0.49006780982017517,0,continue,-6.828372714258857
1,37,2,-0.2420321374898928,0.05,6.6011795501531925,0.4417153298854828,0,continue,-7.07040485174875
1,38,0,-0.27873354324144667,0.05,6.60025910513974,0.40094298124313354,0,continue,-7.349138394990196
1,39,2,-0.2939472549842258,0.05,6.598333892065105,0.3696771264076233,0,continue,-7.643085649974422
1,40,2,-0.3244466957502363,0.05,6.590112205412917,0.3455239534378052,0,continue,-7.967532345724658
1,41,2,-0.25756992706096665,0.05,6.558622284050882,0.3201231062412262,0,continue,-8.225102272785625
1,42,2,-0.22524710628646508,0.05,6.535320682979292,0.3287334740161896,0,continue,-8.45034937907209
1,43,2,-0.33723126257337666,0.05,6.53529501838393,0.33472001552581787,0,continue,-8.787580641645468
1,44,2,-0.07652976314681686,0.05,6.480796205179545,0.3299417197704315,0,continue,-8.864110404792285
1,45,2,0.027497946403982038,0.05,6.408032170582677,0.3331378698348999,0,continue,-8.836612458388304
1,46,2,0.15891515253968247,0.05,6.316793487545829,0.36675307154655457,0,continue,-8.677697305848621
1,47,2,0.2810282008983968,0.05,6.242799059594473,0.37447673082351685,0,continue,-8.396669104950224
1,48,2,-0.02468968328062284,0.05,6.236274777762397,0.40635761618614197,0,continue,-8.421358788230847
1,49,2,0.18324690965758317,0.05,6.197849363228146,0.4729856848716736,0,continue,-8.238111878573264
1,50,2,0.2583092220658667,0.05,6.146187518814973,0.5482585430145264,0,continue,-7.979802656507397
1,51,2,0.2841304636130637,0.05,6.08936142609236,0.6371389627456665,0,continue,-7.6956721928943335
1,52,2,0.271478296270824,0.05,6.035065766838195,0.6807771921157837,0,continue,-7.4241938966235095
1,53,2,0.2425051006265555,0.05,5.986564746712884,0.6917611360549927,0,continue,-7.181688795996954
1,54,2,0.18267619024320503,0.05,5.950029508664243,0.7169368863105774,0,continue,-6.999012605753749
1,55,2,0.0011857211302945814,0.05,5.949792364438184,0.7634902000427246,0,continue,-6.997826884623454
1,56,2,0.26741828140491075,0.05,5.895126212822603,0.8673458099365234,0,continue,-6.730408603218543
1,57,2,0.17006095032363397,0.05,5.860905126823158,0.8961394429206848,0,continue,-6.560347652894909
1,58,2,0.18918480046031755,0.05,5.828675161893798,0.9614000916481018,0,continue,-6.371162852434591
1,59,2,0.1967683076045063,0.05,5.801315481225456,0.9574809074401855,0,continue,-6.174394544830085
1,60,2,0.19618629809511967,0.05,5.788932539288,0.9633773565292358,0,continue,-5.978208246734965
1,61,2,0.11570478887429032,0.05,5.788671234716233,0.9876747727394104,0,continue,-5.862503457860675
1,62,2,0.3933134577339672,0.05,5.783479230431707,1.0781832933425903,0,continue,-5.469190000126708
1,63,2,0.4522250601159007,0.05,5.7753736185177855,1.1213712692260742,0,continue,-5.016964940010807
1,64,2,-0.03851020154896307,0.05,5.775480902538437,1.1243791580200195,0,continue,-5.05547514155977
1,65,2,-0.1494908846673272,0.05,5.795478074138328,1.136587381362915,0,continue,-5.204966026227097
1,66,2,-0.2072953556046726,0.05,5.830430329686888,1.1467074155807495,0,continue,-5.412261381831769
1,67,2,-0.042483278757475505,0.05,5.834674098181035,1.1444400548934937,0,continue,-5.4547446605892445
1,68,2,-0.2701853847515167,0.05,5.8876362896361005,1.1684805154800415,0,continue,-5.724930045340761
1,69,2,-0.31079379563981724,0.05,5.9410928407529635,1.153426170349121,0,continue,-6.0357238409805785
1,70,2,-0.33536526157355395,0.05,5.998456650332497,1.1404600143432617,0,continue,-6.371089102554133
1,71,2,-1.237870819266765,0.05,6.063264887509867,1.1352261304855347,0,continue,-7.608959921820897
