episode,step,action,reward,epsilon,distance_to_goal,min_laser,done,reason,total_reward_so_far
1,1,1,0.002488464117050171,0.19925,6.000289805901068,0.8966109752655029,0,continue,0.002488464117050171
1,2,1,0.002308251091990443,0.19925,6.000287887321156,0.8973926305770874,0,continue,0.004796715209040614
1,3,1,0.22965629550232497,0.19925,5.953131315460764,0.9016237258911133,0,continue,0.2344530107113656
1,4,2,0.03653605466240004,0.19925,5.940435803598269,0.88960862159729,0,continue,0.27098906537376566
1,5,1,0.2622260086464329,0.19925,5.884275125909636,0.8943980932235718,0,continue,0.5332150740201986
1,6,1,0.2343555979858846,0.19925,5.831514244813978,0.8921757340431213,0,continue,0.7675706720060832
1,7,0,0.017487676170184943,0.19925,5.8213775544487225,0.9060994386672974,0,continue,0.7850583481762682
1,8,1,0.20419787975760903,0.19925,5.779634685268131,0.9422123432159424,0,continue,0.9892562279338772
1,9,1,0.20122835965243882,0.19925,5.744375683566088,0.9606067538261414,0,continue,1.1904845875863161
1,10,1,0.09764330854130235,0.19925,5.736898681506972,1.026003360748291,0,continue,1.2881278961276186
1,11,1,0.2440566318339868,0.19925,5.72406152479134,1.074643850326538,0,continue,1.5321845279616053
1,12,1,0.46768795219102344,0.19925,5.693760297985402,1.0988093614578247,0,continue,1.9998724801526286
1,13,0,0.11400316822466461,0.19925,5.668071559950521,1.1408621072769165,0,continue,2.1138756483772934
1,14,1,0.5243007718831733,0.19925,5.6446102683234844,1.1792103052139282,0,continue,2.6381764202604665
1,15,1,0.5112009030478366,0.19925,5.607259976507581,1.191996455192566,0,continue,3.149377323308303
1,16,1,0.4404346515566776,0.19925,5.583435637425026,1.2052743434906006,0,continue,3.589811974864981
1,17,1,0.4328644716088756,0.19925,5.570938686336254,1.2133854627609253,0,continue,4.022676446473857
1,18,1,0.19273913177887358,0.19925,5.569387960393699,1.2381999492645264,0,continue,4.21541557825273
1,19,1,0.14300516963636395,0.19925,5.5667387058501285,1.2606875896453857,0,continue,4.358420747889094
1,20,1,-0.0512011587944601,0.19925,5.570943260945504,1.3142986297607422,0,continue,4.307219589094634
1,21,1,-0.06154668190393018,0.19925,5.575743890144066,1.362349033355713,0,continue,4.245672907190704
1,22,1,-0.13961590538951166,0.19925,5.600909600665834,1.3759891986846924,0,continue,4.106057001801192
1,23,1,-0.22370063866905038,0.19925,5.642579762158993,1.3674907684326172,0,continue,3.8823563631321414
1,24,1,-0.13882170484386003,0.19925,5.667895183266705,1.3892582654953003,0,continue,3.743534658288281
1,25,1,-0.06122159360054782,0.19925,5.679135626445595,1.4038262367248535,0,continue,3.682313064687733
1,26,1,-0.19013859266683925,0.19925,5.7095600510194915,1.4003883600234985,0,continue,3.492174472020894
1,27,0,-0.18830601848770084,0.19925,5.738499848179852,1.3844043016433716,0,continue,3.303868453533193
1,28,0,-0.09968671903502684,0.19925,5.755676409148694,1.3497098684310913,0,continue,3.204181734498166
1,29,0,-0.38438409469374557,0.19925,5.802816268634551,1.3283575773239136,0,continue,2.8197976398044204
1,30,1,-0.4654784742109191,0.19925,5.851856980724772,1.3267104625701904,0,continue,2.3543191655935014
1,31,1,-0.3386056104401877,0.19925,5.871680148112403,1.302042841911316,0,continue,2.015713555153314
1,32,0,-1.3380209418597333,0.19925,5.9206924275890245,1.290723443031311,0,continue,0.6776926132935805
1,33,0,-0.42169482664066626,0.19925,5.9689387750160305,1.2662713527679443,0,continue,0.2559977866529143
1,34,0,-0.43919376254306075,0.19925,6.013557180397993,1.2282636165618896,0,continue,-0.18319597589014647
1,35,0,-0.3174501852340324,0.19925,6.030754838222832,1.2063326835632324,0,continue,-0.5006461611241788
1,36,0,-0.47332073154146753,0.19925,6.07517495872916,1.1871098279953003,0,continue,-0.9739668926656464
1,37,0,-0.3966901572159914,0.19925,6.117617759201077,1.1526329517364502,0,continue,-1.3706570498816377
